00000390,84,"「のんびり過ごしてたわよ。
　ののちゃんたちとお祭りへ行ったり、
　遊びに出かけたり」","","",""
00000574,65,"「お部屋の掃除をしたり、近所に出かけたり。
　のんびりしてるわよ」","","",""
00000728,61,"「私、家庭菜園が趣味で、
　家のベランダでハーブを育ててるの」","","",""
00000810,63,"「摘み立てのハーブで作る料理って、
　とってもおいしいんだから」","","",""
00000924,55,"「フフッ、お休みの日はのんびり過ごすのが、
　一番よね」","","",""
00000a00,49,"「\p01君って、いろいろ趣味が
　広い人だったのね」","","",""
00000b18,49,"「ダーツにビリヤードかぁ…。
　フフッ、楽しそう」","","",""
00000e98,47,"「う～ん……どっちも。
　また、連れて行ってね」","","",""
00000f5c,49,"「文化系の部って、休日練習がないから
　いいよね」","","",""
00000fc8,106,"「フフッ、そうね～。けど、うちの部は、
　部員が増えたら、みんなでお弁当を作って、
　ピクニックに行きたい」","","",""
000012e0,49,"「フフッ、女の子の習い事と言えば、
　ピアノよね」","","",""
00001408,59,"「もう、そんなこと…。
　あれぐらい、たいしたことないのよ」","","",""
000014dc,59,"「柚ノ木さんがよく見るサイトって、
　やっぱり、料理関係？」","","",""
00001568,57,"「ええ、料理研究家の人のブログとか、
　レシピサイトとか」","","",""
00001634,77,"「とってもきれいな料理の写真が載ってると、
　それだけで、うれしくなっちゃう」","","",""
00001734,76,"「この間の休みの日、
　とってもいいお天気だったから、
　お布団を干したのよ」","","",""
00001828,67,"「お日様のにおいのするお布団って、
　ふかふかで気持ちいいわよね～」","","",""
00001948,53,"「フフッ、まずはやってみないと、
　わからないものね」","","",""
00001a30,53,"「また、一緒にダーツカフェで遊べて、
　楽しかったわ」","","",""
00001ae4,57,"「ダーツも、ビリヤードも、
　すっかり趣味になったみたい」","","",""
00001c80,69,"「設定とか、怖くて触れないから、
　全部、お父さんにやってもらってる」","","",""
00001e70,86,"「いつか、かわいくて、おいしそうな
　料理のブログを作りたいなぁって
　思うんだけど…」","","",""
000020dc,106,"「家のベランダで育ててるハーブなんだけど、
　ミントだけは、間引いても、間引いても
　どんどん生えてくるの」","","",""
000021ec,88,"「そんなにエスニック料理とか、
　ミントを使ったスイーツばかり、
　作ってられないわよ～」","","",""
00002310,53,"「柚ノ木さんって、何日に１回、
　部屋の掃除してる？」","","",""
0000253c,49,"「そうね、どうせなら
　楽しく過ごしたいわよね～」","","",""
000026fc,49,"「妹がいてごめんなさい。
　邪魔だったでしょう？」","","",""
00002a20,57,"「ええ、型紙と好きな生地を買ってきて、
　ミシンで縫うの」","","",""
00002ab0,65,"「最初は、失敗してもいいように、
　室内着から挑戦してみようかな」","","",""
00002b6c,55,"（洋裁まで出来るようになる気か。
　学園の嫁、恐るべし）","","",""
00002e84,47,"「私は…もちろん、過ごしたいって…
　思ってる」","","",""
