000027f8,36,"「レンタルビデオってよく借りる方？」","Who often rents rental videos?","",""
00002a80,42,"「映画チャンネルはそんなにないから大丈夫」","There aren't many movie channels so it's okay.","",""
00002b90,20,"「え？　そ、そう？」","Eh? That's right?","",""
00002c6c,20,"「あ…ありがとう…」","Ah … Thank you …","",""
00002cd8,40,"「もう、いきなりそんな風にほめるなんて」","I can't praise you like that suddenly.","",""
00002d44,26,"「写真のおもしろさって…」","What's interesting about photography …","",""
00002da8,34,"「フフッ、いい趣味よね、写真って」","Huh, that's a good hobby, photography.","",""
00002f18,40,"「そ、そう？　なら、弾いた甲斐があるよ」","Well, that's right? Then it's worth playing.","",""
00002fb8,38,"「ラブラブトゥルーラブかぁ…いい曲ね」","Love love true love … good song","",""
00003048,20,"「はは…ありがとう」","Haha … Thank you","",""
000031fc,40,"「本当？　じゃあ、私はピアノを弾くわね」","Really? Then I'll play the piano.","",""
00003334,38,"「フフッ、私と桃子先生、仲がいいもの」","Huh, I and Momoko-sensei are on good terms.","",""
0000344c,32,"「ああ、確かに雰囲気似てるよね」","Oh, the atmosphere is certainly similar.","",""
000034ac,14,"「でしょう？」","Isn't it?","",""
000035e8,26,"「あ、うんうん、そうよね」","Ah, yeah, that's right.","",""
000037b4,18,"「ははは、そっか」","Hahaha, that's right","",""
00003814,16,"「絵梨奈って？」","What is Erina?","",""
00003924,24,"「へ～っ、妹がいるんだ」","Hey, I have a sister.","",""
00003ae8,40,"「連れてってくれるの？　楽しみにしてる」","Can you take me? I'm looking forward to it.","",""
00003cf4,36,"「う、うん。心の準備…しておくわね」","Yeah, yeah. I'll prepare my heart … I'll prepare it.","",""
00000980,36,"「カメラって、始めたばかりだけど…」","Camera is just getting started …","",""
00000334,47,"「柚ノ木さんがよく聴く音楽って、
　どんなの？」","","",""
000003c0,71,"「海外の女性ボーカルの曲をよく聴くわ。
　穏やかで、優しい曲が好きなの」","","",""
00000518,98,"「う～ん…始めたばかりなんで、
　何とも言えないんだけど、
　一瞬を切り取るおもしろさって言うか…」","","",""
0000068c,53,"「柚ノ木さんがよく見るテレビ番組って、
　どんなの？」","","",""
00000710,88,"「やっぱり、料理番組が多いわね。
　あと、おいしいお店を紹介してくれる
　グルメ番組とか」","","",""
00000810,49,"「映画を見るなら、邦画と洋画、
　どっちが多い？」","","",""
00000890,86,"「洋画ね。同じラブストーリーでも、
　異国情緒があった方が、
　引き込まれやすいみたい」","","",""
00000ac0,51,"「料理の写真、きれいに撮ってくれて、
　ありがとう」","","",""
00000cf8,71,"「本屋で教えてくれた、プロが撮った料理の
　写真、すごく参考になったよ」","","",""
00000e38,65,"「いいわよね～、奥さんが料理して、
　旦那さんが写真を撮ってって」","","",""
00000f88,55,"「いや、それもそうだけど…
　写真がきれいだったなって」","","",""
000011ac,49,"「ちょっと…２人きりなの…
　意識しちゃったけど」","","",""
000012c0,55,"「さねちゃんの写真と、\p01君の写真って
　全然違うのね」","","",""
000013a8,55,"「そっか。さねちゃんは、風景を撮るのが
　好きだものね」","","",""
00001468,55,"「映画とかドラマでよく見るのって、
　どんなジャンル？」","","",""
000015b8,57,"「積極的には見ない感じ。
　目を背けちゃうシーンが多くて」","","",""
000017a4,96,"「３０インチぐらい…かな？
　何年か前、買い換えたら、
　すっごく薄くなって、びっくりしちゃった」","","",""
00001a18,49,"「そうだね、同じ趣味の集まりだし、
　話は合うよ」","","",""
00001d40,51,"「ネットを見るぐらいしか、
　使ってないんだけどね」","","",""
00001e3c,49,"「ふうん、そうなんだ。
　私も見ればよかったかな」","","",""
00001f04,51,"「いきなり写メを撮られるなんて、
　びっくりしたよ」","","",""
00001f88,61,"「あ……だって、自然な表情の\p01君が
　撮りたかったんだもの」","","",""
00002230,51,"「うちって、どうしてフォト部と
　写真部があるの？」","","",""
000022b8,51,"「うちって、どうして写真部と
　フォト部があるの？」","","",""
00002338,106,"「え～と…撮影思想が違うというか…、
　情熱の方向が違うというか…。
　どっちの部も写真が好きなんだけどね」","","",""
000023f4,65,"「ふうん…フランス料理と、日本料理で、
　部が違うみたいなもの？」","","",""
000025d4,57,"「\p01君は、どうしてポートレートを
　撮るのが好きなの？」","","",""
00002638,85,"「それは……表情って、人それぞれだからね。
　いい表情や仕草が撮れた時は、うれしいよ」","","",""
0000275c,65,"（偶然撮れた、ちょっとエッチな写真も…
　とは、言わないでおこう）","","",""
0000287c,69,"「うちはケーブルテレビに入ってるから、
　そっちで見ることが多いわよ」","","",""
00002928,86,"「レンタルビデオ屋さんは、
　いっぱい並んでるから、目移りして、
　なかなか選べないの」","","",""
000029e8,57,"「ケーブルテレビも、チャンネルが迷うぐらい
　多いけど？」","","",""
00002af4,55,"「柚ノ木さんって、その……すごく、
　写真映えするよね」","","",""
00002bc8,63,"「あ、ああ、顔も…かわいいけど、
　すごく…スタイルがいいし…」","","",""
00002e70,69,"「この間は、ギターを弾いてくれて
　ありがとう。とっても素敵だったわ」","","",""
000030d4,69,"「プリティラビィの弾き語りだなんて、
　妹にも聴かせたくなっちゃった」","","",""
00003170,47,"「聴かせられるように、
　もっと練習しておくよ」","","",""
000032b4,55,"「大谷先生とプールで撮った写真、
　すごくいい感じだよ」","","",""
000033e0,53,"「一緒にいると、姉妹みたいって、
　よく言われるのよ」","","",""
000034f0,51,"（そんなゴージャス姉妹、
　破壊力ありすぎだけどね）","","",""
00003564,55,"「小さいころの写真って、たまに見ると
　何か楽しいよね」","","",""
000036d4,71,"「私の場合、小さいころの写真は、
　絵梨奈にそっくりだから、おかしくて」","","",""
00003870,63,"「妹なの。小学２年生で、
　ちょっと生意気だけど、かわいいのよ」","","",""
000039ac,65,"「中間テストが終わったら、映画…とか、
　一緒に行きたいなぁって」","","",""
00003a4c,53,"「あ、いいわね。
　秋は、しっとりした映画が多いのよ」","","",""
00003bc4,59,"「芸術の秋だもの、\p01君も
　いっぱい写真を撮らなくちゃね」","","",""
00003c68,59,"「もちろんそのつもりだよ。
　柚ノ木さんを…たくさん撮るよ」","","",""
00003e00,32,"「うん、\p01君に合ってると思う」","","",""
