00001190,61,"「下手したら、部で毎日練習してるヤツらより
　うまいからなぁ」","","",""
0000121c,63,"「うん、体育で対戦する時なんか、
　部の子たちは真剣勝負みたい」","","",""
00001328,96,"「みんなで遊べるスポーツが好きよ。
　夏だと、海へ行ったり、
　冬だと、スケートとか、スキーとか」","","",""
0000140c,49,"「スキーが好きなんだ。
　スノーボードじゃなく？」","","",""
0000148c,79,"「スノーボードは両足の自由が利かないから、
　怖くて。私、バランス感覚弱いから」","","",""
0000153c,49,"「ああ、わかるわかる。
　最初はちょっと怖いよね」","","",""
000015cc,38,"「\p01君は、滑れるの？　スノーボード」","","",""
00001744,73,"「フフッ、私も、なるべく運動しなきゃって
　思ってるんだけど、なかなかね」","","",""
00001840,90,"「ＤＸ合体…か。あいつら、意外と
　運動神経いいよなぁ。水着を撮りたい
　一心ってヤツか？」","","",""
00001b1c,104,"「自分の体を持ち上げられないなんて、
　どうかと思うから、せめて１回は
　出来るようになりたいんだけど…」","","",""
00001bfc,65,"「出来ない女の子って結構いるし、
　気にしなくていいんじゃない？」","","",""
00001c9c,53,"「そうかな？　……うん、
　じゃあ、気にしないでおく」","","",""
00001d74,80,"「フフッ、\p01君って、
　歩くの速いわよね。
　普通に歩いてると、少し遅れちゃう」","","",""
00001ec0,55,"「ううん、そのままでいい。
　ついて行くの、楽しいから」","","",""
0000201c,67,"「そう？　俺は、ちょっと出来ないぐらいが、
　かわいいと思うけど？」","","",""
00002218,77,"「どんなにゆっくり投げてもらっても、
　バットにボールが当たったことがないの」","","",""
0000230c,47,"「軽々打ち返すののちゃんって、
　すごいと思う」","","",""
00002388,49,"「何か、２人でできる運動があれば、
　いいよね～」","","",""
00002414,55,"「うん、そうね。楽しくできることがあれば
　いいわよね」","","",""
000025ec,51,"「体育館で踊ってる舞衣ちゃんって、
　きれいよね～」","","",""
000026a4,71,"「そうだね～。体操や、新体操が出来る人って
　本当に運動神経がいいよね」","","",""
00002818,53,"「柚ノ木さんって、舞衣ちゃんのこと
　知ってるんだ？」","","",""
00002894,57,"「ええ、もちろん。時々、料理研究会にも
　来てくれるのよ」","","",""
00002968,61,"「体操や、新体操が出来る人って、
　本当に運動神経がいいよね」","","",""
00002bec,65,"「だって、どんな競技も難しいんだもの。
　いつもののちゃん任せよ」","","",""
00002e0c,63,"「そう。料理研究会なら、
　スプーンを使うのもうまいだろうって」","","",""
00002ed4,57,"「何度もピンポン球を落っことして、
　ビリになっちゃった」","","",""
00002f68,71,"「あんな風にスプーンを使ったことなんか
　ないんだから、仕方ないわよぉ」","","",""
00003094,61,"「フフッ、そうよね。文化系の部は、
　あんまり関係ないものね」","","",""
